Sentence,QorA,,,,,,,,,,,,
"Were the koalas of South Australia largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock ",1,,,,,,,,,,,,
 I have not done an actual test of the full battery life but from what iv seen in general use it has around 9 hours while running wifi and other applications with around half screen brightness .,0,,,,,,,,,,,,
What is now part of Adams National Historical Park ,1,,,,,,,,,,,,
" It still works pretty good though, just a lack of some features that i had before .",0,,,,,,,,,,,,
The pronunciation of the phoneme / u / stands between what?,1,,,,,,,,,,,,
 The room is a tad small but is super clean and great location .,0,,,,,,,,,,,,
Who was first apprenticed to a fuller to learn the cloth-making trade ,1,,,,,,,,,,,,
What is located at the end of the guitar neck furthest from the body ,1,,,,,,,,,,,,
What's the population of Kuala lumpur ,1,,,,,,,,,,,,
Who first calculated the value of Avogadro's number ,1,,,,,,,,,,,,
 Three months and I still can't get comfortable in the LX .,0,,,,,,,,,,,,
How is Singapore's climate characterized ,1,,,,,,,,,,,,
Best location and unbeatable price !,0,,,,,,,,,,,,
 My other HP laptop has a mat screen surface and is almost impossible to read outside .,0,,,,,,,,,,,,
" Speaking of the tube, the location really is great 1 block away !",0,,,,,,,,,,,,
What is also the distance that Antarctic tourists are told to keep from penguins ,1,,,,,,,,,,,,
What is along the city's western border ,1,,,,,,,,,,,,
Is the battente smaller than a classical guitar ,1,,,,,,,,,,,,
" The 10, inch screen is bright and has good color, and the keyboard is only slightly smaller than a regular one .",0,,,,,,,,,,,,
Who did Ford nominate for Vice President ,1,,,,,,,,,,,,
What is cause of polar bear's skin diseases ,1,,,,,,,,,,,,
Great location and above average rooms .,0,,,,,,,,,,,,
Is there a thriving industry in the collection of beetle specimens for amateur and professional collectors  ,1,,,,,,,,,,,,
What was James Watt's father's job ,1,,,,,,,,,,,,
Was Nikola Tesla a vegetarian ,1,,,,,,,,,,,,
 The most noticeable difference is the screen and keyboard functionality .,0,,,,,,,,,,,,
"According to art historian Helen Gardner, were the scope and depth of his interests without precedent and ``his mind and personality seem to us superhuman, the man himself mysterious and remote'' ",1,,,,,,,,,,,,
 the video quality is perfect .,0,,,,,,,,,,,,
Is the Adephaga suborder larger than the Polyphaga suborder ,1,,,,,,,,,,,,
 The text appears slightly blurry and I have to increase the font size to read it comfortably .,0,,,,,,,,,,,,
How many children did Avogadro have?,1,,,,,,,,,,,,
 the picture for the video is awesome its very clear and easy to see .,0,,,,,,,,,,,,
Great location for vacationer .,0,,,,,,,,,,,,
" The Accord is so large, comforting, and easy to understand radio system .",0,,,,,,,,,,,,
Is Canada a member of the OECD ,1,,,,,,,,,,,,
What year did Coolidge open his own law office ,1,,,,,,,,,,,,
What was built to play in both B and A keys ,1,,,,,,,,,,,,
Who got Seward elected to the senate ,1,,,,,,,,,,,,
What religion holds majority in Melbourne ,1,,,,,,,,,,,,
What died in London ,1,,,,,,,,,,,,
How many siblings did Nikola Tesla have ,1,,,,,,,,,,,,
How many subspecies of the Giant Panda are there ,1,,,,,,,,,,,,
"What are approximately 42,000 years old and have been nicknamed`` John of Anina'' ",1,,,,,,,,,,,,
" Instead I convert DVDs to DVIX AVI files using Fair Use Wizard and load them on to memory slot card and they play great, 700mb files look fine on this size of screen .",0,,,,,,,,,,,,
 These new features make the user experience much more superior than anything Windows has ever offered .,0,,,,,,,,,,,,
Is Italian one of official four languages?,1,,,,,,,,,,,,
 Excellent location next to Gloucester Road tube station that has 3 train lines making getting around London really easy .,0,,,,,,,,,,,,
Is Nairobi not the capital as well as largest city of Kenya ,1,,,,,,,,,,,,
Who spent the next 10 years painting for Look magazine ,1,,,,,,,,,,,,
Are countries where is a regionalism in green?,1,,,,,,,,,,,,
" My understanding is that Garmin really compressed the voice in this unit, far more than in previous units .",0,,,,,,,,,,,,
" Its location is probably the first thing worth mentioning, being a 10 minutes walk from the natural history museum, a 15 minutes walk from beautiful Hyde Park and just behind the corner of the Gloucester Road underground station   .",0,,,,,,,,,,,,
" What they did was, they made new voice files a lot smaller that on the previous models and all the new voices sound like crap and there's no way to copy the voices from other devices like you use to with the previous models .",0,,,,,,,,,,,,
Did John Adams go to Harvard  ,1,,,,,,,,,,,,
Is the National Palace Museum in Taipei ,1,,,,,,,,,,,,
When did Yuan Shikai die?,1,,,,,,,,,,,,
What happened in 1800 ,1,,,,,,,,,,,,
Is the capital city helsinki ,1,,,,,,,,,,,,
Are turtle eggs leathery and soft?,1,,,,,,,,,,,,
"The battery life has been very good, especially if you follow the rule of turning off the wireless and bluetooth, and turning down the screen brightness .",0,,,,,,,,,,,,
When did Canada have one of the largest armed forces in the world ,1,,,,,,,,,,,,
"One of the other complaints I'd come across is how for some, the screen doesn't tilt back far enough .",0,,,,,,,,,,,,
What language was used in the Zhou and Southern Dynasties ,1,,,,,,,,,,,,
 Lots of room and very comfortable .,0,,,,,,,,,,,,
What percentage of the population don't speak English or French at home ,1,,,,,,,,,,,,
How many municipalities are within Oberland ,1,,,,,,,,,,,,
Did the Dutch build the Elmina Castle ,1,,,,,,,,,,,,
" My main reason for purchasing this car was to get a fuel, efficient vehicle that also was comfortable to drive on long trips .",0,,,,,,,,,,,,
What is the center of a cymbal called?,1,,,,,,,,,,,,
Why may English translation of Koreans adjectives misleadingly suggest that they are verbs ,1,,,,,,,,,,,,
When did he publish a collection ,1,,,,,,,,,,,,
" The ways the screen opens   enables a smaller footprint when the case is closed, although it limits how far back the screen will tilt .",0,,,,,,,,,,,,
What was Scots-Irish and Scottish?,1,,,,,,,,,,,,
During what period was Akhenaten a Pharaoh ,1,,,,,,,,,,,,
What was Adams' political party ,1,,,,,,,,,,,,
What is the Sanskrit word for swan?,1,,,,,,,,,,,,
Are sports in Indonesia generally male-orientated and spectator sports are often associated with illegal gambling  ,1,,,,,,,,,,,,
What district was Ford elected from ,1,,,,,,,,,,,,
What is the hobby of seeking out dragonflies and damselflies called ,1,,,,,,,,,,,,
Are beetles insects ,1,,,,,,,,,,,,
Did Nikola Tesla use a technique called picture thinking ,1,,,,,,,,,,,,
What happened in nineteen fifty seven ,1,,,,,,,,,,,,
"What have become flippers, useless for flight in the air ",1,,,,,,,,,,,,
Is the leopard an agile and graceful predator ,1,,,,,,,,,,,,
Where are turtle eggs layed?,1,,,,,,,,,,,,
 Using the smaller font sizes causes eye strain except in daylight conditions with open windows .,0,,,,,,,,,,,,
Is Volta buried in the city of Como ,1,,,,,,,,,,,,
How old was Pascal when he lost his mother ,1,,,,,,,,,,,,
James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,1,,,,,,,,,,,,
" While they may not reproduce the look of a printed page, applications for these devices, such as ereader, do offer a variety of font types, background colors, and page turning mechanisms, the ability to read in either vertical or horizontal mode, and the ability to make the text scroll on the page, like a teleprompter, at a speed of your choosing .",0,,,,,,,,,,,,
What is the most common type of trumpet?,1,,,,,,,,,,,,
"just a big dark, screen paperweight .",0,,,,,,,,,,,,
" Video, even in low light, is impressive .",0,,,,,,,,,,,,
 The 4 cylinder does not get good mileage at 70 MPH plus .,0,,,,,,,,,,,,
" Map is bright and detailed, voice directions are clear and loud  .",0,,,,,,,,,,,,
Was Millard Fillmore the thirteenth President of the United States ,1,,,,,,,,,,,,
Where is this letter silent?,1,,,,,,,,,,,,
"When using Internet explorer or Firefox, press F11 and the screen will enlarge, giving you some additional freedom and space .",0,,,,,,,,,,,,
What are the patterns of vowel harmony ,1,,,,,,,,,,,,
"Are there 622,650 speakers of German In Canada?",1,,,,,,,,,,,,
 Highway mileage already greater than promised .,0,,,,,,,,,,,,
" Coming from Cardiff, the location was perfect, as it was straight off the M4 and a short drive on the A4 before reaching the hotel .",0,,,,,,,,,,,,
Is Uruguay very common?,1,,,,,,,,,,,,
 She takes videos and pics with it all the time .,0,,,,,,,,,,,,
What is the punishment for first-degree murder ,1,,,,,,,,,,,,
"The voice instructions given are clear, but as few people mentioned in their reviews, you need to get familiar with the pronunciation .",0,,,,,,,,,,,,
"I began by considering netbooks with screens smaller than the now, standard 10 .",0,,,,,,,,,,,,
Does a trumpet have a mellower tone than a cornet?,1,,,,,,,,,,,,
" It can hold tons of music, video, pics and watching movies on the plane is nice .",0,,,,,,,,,,,,
What did Ford say about his biological father ,1,,,,,,,,,,,,
Is finnish architecture famous ,1,,,,,,,,,,,,
What happened in french ,1,,,,,,,,,,,,
 It was a pretty good value and in a good location .,0,,,,,,,,,,,,
" Great battery life, decent sized screen, and the keyboard was large enough to be comfortable to type on .",0,,,,,,,,,,,,
Is the leopard smaller than the other members of Panthera ,1,,,,,,,,,,,,
What is the official name of Jakarta ,1,,,,,,,,,,,,
Does the   form indicate a perfect tense?,1,,,,,,,,,,,,
",  don't know why they use the screen size most do ,  1024 x 600 seems cramped",0,,,,,,,,,,,,
ipod nano even better with video camera !,0,,,,,,,,,,,,
What was an Italian savant ,1,,,,,,,,,,,,
Great location for all London has too offer .,0,,,,,,,,,,,,
"Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies  ",1,,,,,,,,,,,,
 All the neat little features and surprisingly good video camera !,0,,,,,,,,,,,,
How many times has Uruguay won the World Cup?,1,,,,,,,,,,,,
"However, is English the official  language?",1,,,,,,,,,,,,
"Is finland a democratic , parliamentary republic ",1,,,,,,,,,,,,
" Great location, close to the Underground and several excellent Pubs .",0,,,,,,,,,,,,
Does the Portuguese language have its roots in the Latin language ,1,,,,,,,,,,,,
Is the trumpet the musical instrument with the highest register in the brass family ,1,,,,,,,,,,,,
"The few complaints I had were as follows ,  refrigerator was stocked with food that was weight sensitive .",0,,,,,,,,,,,,
What is Finland's economy like ,1,,,,,,,,,,,,
Why did Cleveland want to hide his cancer surgery from the public ,1,,,,,,,,,,,,
 It does have some nice features such as the video camera and the radio .,0,,,,,,,,,,,,
When did Filippo Strozzi sell it to Francis I ,1,,,,,,,,,,,,
Is Avogadro's number used to compute the results of chemical reactions ,1,,,,,,,,,,,,
" If we hadn't experienced a problem with the a c I would have rated my overall stay here 5 5 for value, location, comfort, etc .",0,,,,,,,,,,,,
What animal attracts the most humor and silliness ,1,,,,,,,,,,,,
How many total keys does a typical modern piano have ,1,,,,,,,,,,,,
" Instead you get attractively appointed, decent, sized rooms  , AC that works, a modern bathroom, plumbing that doesn't gurgle and bang in the night, iron and board, bathrobe and slippers, lots of TV channels and a location that can hardly be bettered .",0,,,,,,,,,,,,
" The text, bumped up two magnification levels, is sharp and clear enough for me to make out, and while I've seen some criticism of the gray page background, I actually find it easier on my eyes than stark white .",0,,,,,,,,,,,,
"Not only the voice gives turn, by, turn instructions, the map on the screen also has a thick purple line indicating the route ahead .",0,,,,,,,,,,,,
"Stayed between Xmas and New Years and the room, location, etc were what to expect for the price I paid .",0,,,,,,,,,,,,
 This review briefly touches upon some of the key features and enhancements of Microsoft's latest OS .,0,,,,,,,,,,,,
" The location is excellent, just a half a block from the Glouster Rd .",0,,,,,,,,,,,,
How many children did Grover Cleveland have ,1,,,,,,,,,,,,
Are kangaroos and wallabies adept swimmers ,1,,,,,,,,,,,,
When was James Monroe appointed to Secretary of War ,1,,,,,,,,,,,,
" Its in an easy location from the tube, just two minutes walk .",0,,,,,,,,,,,,
Did Volta have a passion for the study of electricity?,1,,,,,,,,,,,,
Was Thedore Roosevelt  a member of the Republican Party ,1,,,,,,,,,,,,
Do scutes fall away from the turtle's shell?,1,,,,,,,,,,,,
 hotel but would stay again if the price was right due to the excellent location .,0,,,,,,,,,,,,
How old was Alessandro Volta when he died?,1,,,,,,,,,,,,
When was the Giant Panda's genome sequenced ,1,,,,,,,,,,,,
 Browsing is amazingly better by using full screen mode on browser with F11 .,0,,,,,,,,,,,,
What are the ways to join groups of nouns ,1,,,,,,,,,,,,
Did he become chief engineer in the Department of Bridges and Highways?,1,,,,,,,,,,,,
Is he one of the most recognized figures in 20th-century art ,1,,,,,,,,,,,,
" If you input an address on where you want to go, it tells you how to get there in very clear graphics and also with a computer voice that is not obnoxious to listen to .",0,,,,,,,,,,,,
When did he become professor ,1,,,,,,,,,,,,
Is the word cymbal derived from a Germanic word?,1,,,,,,,,,,,,
Does the octopus have a hard beak ,1,,,,,,,,,,,,
" Definitely stay here if you are on a budget ,  and even if not, it's still nice and the location is really the best !",0,,,,,,,,,,,,
Is arabic source of vocabulary?,1,,,,,,,,,,,,
" The location is fantastic, , you're literally around the corner from the Tube station  there's a Sainsbury's supermarket right above the aforesaid Tube station   .",0,,,,,,,,,,,,
Is there cello in performances by Rihanna?,1,,,,,,,,,,,,
What was Maynard Ferguson noted for being able to play accurately ,1,,,,,,,,,,,,
font sizes and page orientation can be adapted to the reader's needs .,0,,,,,,,,,,,,
Is Avogadro 's number commonly used to compute the results of chemical reactions  ,1,,,,,,,,,,,,
 Seats are very comfortable and ride is very smooth !,0,,,,,,,,,,,,
When did he publish another memoria ,1,,,,,,,,,,,,
Was he regarded as a mostly reclusive artist ,1,,,,,,,,,,,,
The number of elementary entities in 1 mole of a substance is known as what ,1,,,,,,,,,,,,
Did he share the Nobel Prize in Physics?,1,,,,,,,,,,,,
Great Price Terrific Location .,0,,,,,,,,,,,,
What was Ottawa's name in 1850?,1,,,,,,,,,,,,
Who dismantled partisan and sectional coalitions  ,1,,,,,,,,,,,,
"Is San Francisco also the financial, cultural, and transportation center of the larger San Francisco Bay Area, a region of 7.4 million people ",1,,,,,,,,,,,,
"Which leads us to ,  location, this hotel's best feature .",0,,,,,,,,,,,,
Is Arabic the largest member of the Semitic language family ,1,,,,,,,,,,,,
Where is the Berliner Dom located ,1,,,,,,,,,,,,
", ,  The one thing this hotel has it going for it is the location .",0,,,,,,,,,,,,
"Are most chinese words formed out of native chinese morphemes , including words describing imported objects and ideas ?",1,,,,,,,,,,,,
 The text is easy on my eyes .,0,,,,,,,,,,,,
What connected the Akans to this Empire ,1,,,,,,,,,,,,
 The video camera is great   and the different effects are fun to mess around with .,0,,,,,,,,,,,,
He discovered an inverse relationship of what?,1,,,,,,,,,,,,
" For me, it was no problem at all, no eye strain after reading for a few hours .",0,,,,,,,,,,,,
Do zebras sleep standing up ,1,,,,,,,,,,,,
 My wife does say the vehicle is not as comfortable for long trips as other cars we've owned .,0,,,,,,,,,,,,
 The seat is extremely uncomfortable .,0,,,,,,,,,,,,
"The screen really is too small ,  1024x600 is barely livable .",0,,,,,,,,,,,,
Is there a statue of Watt in the White House ,1,,,,,,,,,,,,
Is Ford one of only four former Presidents to live to 90 or more years of age  ,1,,,,,,,,,,,,
" A clear voice tells me when the turns are coming up, as well as the names of the roads .",0,,,,,,,,,,,,
"The 2008 Honda Accord EX, L V6 is an ideal combination of comfort, economy, and pleasure !",0,,,,,,,,,,,,
Great location but definitely NOT a 4 star hotel .,0,,,,,,,,,,,,
" I have not accidentally knocked it over, but I think it could easily be done  the screen is glossy   .",0,,,,,,,,,,,,
Is the violin shaped like an hourglass ,1,,,,,,,,,,,,
" The video quality is actually fairly good, my friend toook a video with it and she uploaded it to facebook and it came out great !",0,,,,,,,,,,,,
How many letters are in the basic Latin alphabet ,1,,,,,,,,,,,,
Which species of zebra is known as the common zebra ,1,,,,,,,,,,,,
Who wrote the first novel in Finnish ,1,,,,,,,,,,,,
Is the violin supported by the left shoulder ,1,,,,,,,,,,,,
When do African elephants lie down ,1,,,,,,,,,,,,
How many strings does a guitar typically have ,1,,,,,,,,,,,,
Do male giraffes have larger horns than female giraffes?,1,,,,,,,,,,,,
What is the capital of Indonesia ,1,,,,,,,,,,,,
what happened in 1824 ,1,,,,,,,,,,,,
How many parts of speech does the Korean language contain ,1,,,,,,,,,,,,
What types of fins do eels have ,1,,,,,,,,,,,,
Great video camera and the funcionality is awesome,0,,,,,,,,,,,,
" The 10, inch screen is bright and has good color, and the keyboard is only slightly smaller than a regular one .",0,,,,,,,,,,,,
Did John Adams support the Stamp Act of 1765 ,1,,,,,,,,,,,,
" I couldn't understand the Australian or English voices, but Samantha is clear as a bell and can even be heard over the radio .",0,,,,,,,,,,,,
 That extra space the menu and address bar take up are sorely needed on this small screen .,0,,,,,,,,,,,,
Who has its own political legislature and governor  ,1,,,,,,,,,,,,
What is a colectivo?,1,,,,,,,,,,,,
 It's lightweight and allows changes in font size that enables ease of reading no matter how tired your eyes may get .,0,,,,,,,,,,,,
" The touchpad works well, the screen glossy, ness really doesn't bother me, and it's not too bad of a fingerprint magnet .",0,,,,,,,,,,,,
In which country is Portuguese the co-official language with Cantonese Chinese ,1,,,,,,,,,,,,
Is Uruguay a member of the Cairns Group of exporters of agricultural products ?,1,,,,,,,,,,,,
 The hotel is in a very good location for touring London .,0,,,,,,,,,,,,
Is the xylophone a precursor to the vibraphone?,1,,,,,,,,,,,,
What is Amedeo Avogadro`s first name?,1,,,,,,,,,,,,
 Takes sometime to get use to the small screen .,0,,,,,,,,,,,,
"I have lots of music cd's and dvd's, so currently I'm just interested in storing some of my music and videos on the ipod so I can enjoy them on my vacation, and while at work .",0,,,,,,,,,,,,
 I found that the Kindle 2 is immediately appealing to the eye and once described in the barest of terms people want one for themselves .,0,,,,,,,,,,,,
" As new netbooks come out, look for the ones with matt screen and see if it has a good feature set and price .",0,,,,,,,,,,,,
Is the Nauen plain north of Berlin ,1,,,,,,,,,,,,
Are otters playful animals ,1,,,,,,,,,,,,
" With wi, fi off & the screen dimmed, I don't think I'll have a problem getting the stated 10 .",0,,,,,,,,,,,,
How many days did it take the Imperial Japanese Army to win the Battle of Singapore ,1,,,,,,,,,,,,
 Probably the best 4 cylinder motor on the market with excelent mileage and performance .,0,,,,,,,,,,,,
" Ride, comfort, visibility, braking, steering and acceleration are excellent for a car of its size and price .",0,,,,,,,,,,,,
What was Chinese language`s profession?,1,,,,,,,,,,,,
"By 2050, what will the total population of Portuguese speakers in the world be ",1,,,,,,,,,,,,
Do wolves leave their pack ,1,,,,,,,,,,,,
Allow the common features of the writing systems of the Romance languages for a greater amount of interlingual reading comprehension than oral communication would ?,1,,,,,,,,,,,,
Did Free Jazz feature a Pollock painting as its cover artwork ,1,,,,,,,,,,,,
"Was The SI  unit  of charge , the  coulomb , named after him?",1,,,,,,,,,,,,
What is the only variety of modern Arabic that has acquired official language status ,1,,,,,,,,,,,,
"I have stayed in a few hotels in London while touring but it would be difficult to find a better location in London for the tourist class who is looking for value, efficiency and cleanliness .",0,,,,,,,,,,,,
"0 out of 5 stars Bad LCD Screen, October 7, 2009",0,,,,,,,,,,,,
" The touchpad feels great, the boot up was fast, keyboard feels comfortable, and the screen is good .",0,,,,,,,,,,,,
Where is the mouth of an octopus ,1,,,,,,,,,,,,
What field did Woodrow Wilson leave law practice to study?,1,,,,,,,,,,,,
Blue screen crashed several times .,0,,,,,,,,,,,,
"First and foremost, the good, yes it has good location, a block away from Gloucester Road Tube Station .",0,,,,,,,,,,,,
Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness  ,1,,,,,,,,,,,,
Have plains zebras been crossed with mountain zebras ,1,,,,,,,,,,,,
" The occasional blue screen of death unfortunately has not gone away  Microsoft attributes it to an errant driver, but I have not been able to isolate what driver is the cause .",0,,,,,,,,,,,,
Did John Adams get along with Alexander Hamilton ,1,,,,,,,,,,,,
 Don't really need video camera  eventhough we don't use the video that much the rest of the features are great .,0,,,,,,,,,,,,
 I had the iPod Video but it did not work with my new Nike,0,,,,,,,,,,,,
 I would not have purchased this vehicle if I was aware of the actual poor mileage .,0,,,,,,,,,,,,
 I actually get better highway mileage than sticker show .,0,,,,,,,,,,,,
What is the estimated population of Egypt ,1,,,,,,,,,,,,
Location is good if you plan on taking the tube .,0,,,,,,,,,,,,
 It's a great location VERY near the Gloucester Rd tube stop   .,0,,,,,,,,,,,,
Are otters herbivores ,1,,,,,,,,,,,,
The screen size works just fine for me .,0,,,,,,,,,,,,
 It's also a shame that this model comes with a glossy screen .,0,,,,,,,,,,,,
 No having to turn away every few minutes to relax your eyes  or ending a session of reading with a headache .,0,,,,,,,,,,,,
Where was Henri Becquerel born?,1,,,,,,,,,,,,
" The screen is crisp and clear, and the unit runs great .",0,,,,,,,,,,,,
" Location itself is great, but everything else is terrible .",0,,,,,,,,,,,,
 I fit in the Coupe comfortably .,0,,,,,,,,,,,,
Was Roosevelt's family rich?,1,,,,,,,,,,,,
What type of current did Tesla invent?,1,,,,,,,,,,,,
Was there a cholera outbreak in 1832?,1,,,,,,,,,,,,
Did Nikola Tesla die alone ,1,,,,,,,,,,,,
Is a leopard larger and less lanky than a cheetah ,1,,,,,,,,,,,,
The Spanish Crown named Pizarro governor of what?,1,,,,,,,,,,,,
" Great new features in this iPod generation include voice recording, listening to radio, and even filming video .",0,,,,,,,,,,,,
What are the most significant foreign contributors to Turkish vocabulary ,1,,,,,,,,,,,,
Under the Services link on the Garmin site look for the Goodies section and The Garmin Garage link for extra car images and sometimes voices too .,0,,,,,,,,,,,,
The only minor issue that I have with 1005HA is that it does not allow the screen to rotate further .,0,,,,,,,,,,,,
What did Anders Celsius determine about the boiling of water?,1,,,,,,,,,,,,
" For self catering types, Bockwinkels is a well stocked mini grocery 2 blocks south and 1 block east on street level for snacks, drinks and all kinds of deli prepared foods, plus the Aon Center's underground food court 2 blocks south and 2 .",0,,,,,,,,,,,,
 The fashionable glossiness of both body and screen acquires fingerprints and smears rapidly .,0,,,,,,,,,,,,
Where did Coolidge's grandfather had government offices ,1,,,,,,,,,,,,
What is the Swahili word for the Swahili language ,1,,,,,,,,,,,,
 I do like the video camera on it .,0,,,,,,,,,,,,
Copenhagen is the capital of what country?,1,,,,,,,,,,,,
Swahili unusual?,1,,,,,,,,,,,,
Surprisingly readable screen for the size .,0,,,,,,,,,,,,
Who made Volta a count ,1,,,,,,,,,,,,
Was Alessandro Volta born in Como ,1,,,,,,,,,,,,
" However, just last night, I ran across a couple of user fixes for the font smoothing problem, and I've already put a  skin  on mine so that the contrast between the ePaper display's gray background and the  frame's  white is no longer an issue .",0,,,,,,,,,,,,
Is it true that Volta married the daughter of Count Ludovico Peregrini?,1,,,,,,,,,,,,
 There are so many more features of this that are very difficult to list all here .,0,,,,,,,,,,,,
Is Volta buried in the city of Como  ,1,,,,,,,,,,,,
Give an example of the most influential musicians of the 20th century. ,1,,,,,,,,,,,,
Had the tax regime which started in 1998 a single rate but since September 2007 entered into a multiple rate regime  ,1,,,,,,,,,,,,
"Who died at his house at Hampton Court on August 25, 1867?",1,,,,,,,,,,,,
Is the electric eel a true eel ,1,,,,,,,,,,,,
" There was a lot of road noise, but this is only to be expected, given the location .",0,,,,,,,,,,,,
How do cuba and declining participation relate ,1,,,,,,,,,,,,
What is the most common romanization standard for Standard Mandarin today ,1,,,,,,,,,,,,
" the video is very clear, the built in speaker is pretty good, the radio is very useful and overall it's just great !",0,,,,,,,,,,,,
Is Santiago a name in Spanish?,1,,,,,,,,,,,,
Is Ottawa colder than Moscow in January?,1,,,,,,,,,,,,
" Great location, near Gloucester Road tube station, handy cluster of cafes, shops, couple of pubs, plus supermarket in the station complex .",0,,,,,,,,,,,,
Did Abraham Lincoln live in the Frontier ,1,,,,,,,,,,,,
What did James Monroe's letters not contain ,1,,,,,,,,,,,,
Give an example of the highest growth rates of any city in Africa. ,1,,,,,,,,,,,,
" It is very comfortable, easy to drive and park .",0,,,,,,,,,,,,
It has excellent power and good mileage considering the amount of power it has .,0,,,,,,,,,,,,
Adams ' opponents were what ,1,,,,,,,,,,,,
" She didn't want the touch, she wanted the nano because you can video, it has the radio that she can play back the songs and she likes the size .",0,,,,,,,,,,,,
Are large pythons potential prey for leopards ,1,,,,,,,,,,,,
Did Theodore Roosevelt go to Harvard ,1,,,,,,,,,,,,
Which spice originally attracted Europeans to Indonesia ,1,,,,,,,,,,,,
"Hard to see full web pages on small screen, resolution inadequate .",0,,,,,,,,,,,,
The bears sometimes what ,1,,,,,,,,,,,,
" The screen is easy on the eyes, easy to learn, easy to turn pages, and the device is more comfortable than a real book or trying to hold the iphone .",0,,,,,,,,,,,,
great location good but large tourist hotel .,0,,,,,,,,,,,,
Are Testudines the crown group of the superorder Chelonia?,1,,,,,,,,,,,,
What is a collective noun for a kangaroo ,1,,,,,,,,,,,,
" Two other things that make this a superior computer are battery life, and the LED backlighting for the screen .",0,,,,,,,,,,,,
" For whatever reason, Amazon decided to make the Font on the Home Screen   than on the K1 .",0,,,,,,,,,,,,
What suborder of turtle draws its head into its shell?,1,,,,,,,,,,,,
What are a rumors that he remained a virgin ,1,,,,,,,,,,,,
 I got used to the glossy screens a while ago  this one is remarkably bright and vivid .,0,,,,,,,,,,,,
"  This is an easy to use item, but is slightly confusing to use when trying to review video clips .",0,,,,,,,,,,,,
"One of the other complaints I'd come across is how for some, the screen doesn't tilt back far enough .",0,,,,,,,,,,,,
Was Paul Jackson Pollock an influential American painter as well as a major figure in the abstract expressionist movement ,1,,,,,,,,,,,,
"9  screens, but felt that was too much of a sacrifice .",0,,,,,,,,,,,,
How has Canada helped UN peacekeeping efforts ,1,,,,,,,,,,,,
What land animal has the largest brain ,1,,,,,,,,,,,,
" Also considered lower, end 14, 15  screens for use of the DVD .",0,,,,,,,,,,,,
Do small tremors occur in Ottawa?,1,,,,,,,,,,,,
"Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae  ",1,,,,,,,,,,,,
The voice is clear and easy to understand .,0,,,,,,,,,,,,
" My previous BMW 3 series got better mileage, and believe me it was more fun to drive .",0,,,,,,,,,,,,
" Perfect if you are going to see the sights in London, , great location to get around from, , right downtown .",0,,,,,,,,,,,,
"then it would be perfect oh and make a 32 or 64gb version so I can fit all my music and have lots of room for video ,  thanks !",0,,,,,,,,,,,,
Dictionary entries are now shown in your currently selected font size .,0,,,,,,,,,,,,
Is Malay spoken as local dialect of ethnic Malays ,1,,,,,,,,,,,,
What happens when the srivijaya kingdom formed trade links ,1,,,,,,,,,,,,
"Why is Vattenfall shifting towards reliance on cleaner, renewable energy sources ",1,,,,,,,,,,,,
Does a  tz indicate that the preceding vowel is short?,1,,,,,,,,,,,,
What is Charles-Augustin de Coulomb best known for ,1,,,,,,,,,,,,
"Is santiago Spanish for St. James  ( from santo ,  saint  +  iago ,  James  )?",1,,,,,,,,,,,,
How do rock and roll drummers like their drumheads ,1,,,,,,,,,,,,
What does vitula mean ,1,,,,,,,,,,,,
How many strings does a violin usually have?,1,,,,,,,,,,,,
Convenient Location for Tourists .,0,,,,,,,,,,,,
Are pocket trumpets compact B trumpets ,1,,,,,,,,,,,,
" Great sound quality, love the video recording too  :",0,,,,,,,,,,,,
What ceded by Finland ,1,,,,,,,,,,,,
" Downshifting on grades is annoying, but overall car is good with decent mileage, and good value for the money .",0,,,,,,,,,,,,
Who did Sir Thomas Stamford Raffles work for ,1,,,,,,,,,,,,
Where was Celsius born?,1,,,,,,,,,,,,
Great location indifferent service .,0,,,,,,,,,,,,
Does a classical lyre have a sound-chest?,1,,,,,,,,,,,,
 Now I keep getting the  blue screen  serious errors .,0,,,,,,,,,,,,
What is the official language of Turkey ,1,,,,,,,,,,,,
Is Nassau Range the highest mountain range in the world?,1,,,,,,,,,,,,
By what name are drums classified as under the percussion group ,1,,,,,,,,,,,,
Where is smoked eel considered a delicacy ,1,,,,,,,,,,,,
 Front seats much more comfortable .,0,,,,,,,,,,,,
When did the crime level become higher ,1,,,,,,,,,,,,
" I'm planning on hiking half, dome next year and this is much much more lightweight than the video camera I have so it will definitely be accompanying me !",0,,,,,,,,,,,,
Is the Giant Panda an endangered species ,1,,,,,,,,,,,,
Is Indonesia the world's largest archipelagic state ,1,,,,,,,,,,,,
"In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement ",1,,,,,,,,,,,,
" And with a two, fingered gesture on the scratchpad, you can enlarge or shrink the screen .",0,,,,,,,,,,,,
The majority of The Greater Montreal Area follows what religion ,1,,,,,,,,,,,,
